pedon_Key,User_pedon_ID,peiid,soil_name,class_type,classification_name,pedlabsampnum,site_key,project_key,siteiid,usiteid,Primary_Lab_Report,pedon_Description_Report,Soil_Profile,Soil_web,country_code,country_name,state_code,state_name,county_code,county_name,mlra_code,mlra_name,ssa_code,ssa_name,lat,long
9066,S1981CT003002,594603,brancroft,taxadjunct,"Fine-loamy, mixed, active, mesic Aquic Dystric Eutrudepts",82P0109,9066,685,112953,S1981CT003002,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9066&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981CT003002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=594603,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=41.8565,-72.6473",US,United States,CT,Connecticut,CT003,Hartford,145,Connecticut Valley,CT600,State of Connecticut,41.856487300,-72.647313400
9069,S1978MA009006,791757,scitico,series,"Fine, mixed, semiactive, nonacid, mesic Typic Endoaquepts",82P0112,9069,685,113069,S1978MA009006,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9069&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1978MA009006,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=791757,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=42.6518,-70.8289",US,United States,MA,Massachusetts,MA009,Essex,144A,"New England and Eastern New York Upland, Southern Part",MA605,"Essex County, Massachusetts, Northern Part",42.651760600,-70.828938200
9070,S1978MA009007,791758,scitico,taxadjunct,"Fine, mixed, active, nonacid, mesic Typic Endoaquepts",82P0113,9070,685,113070,S1978MA009007,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9070&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1978MA009007,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=791758,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=42.554,-70.9109",US,United States,MA,Massachusetts,MA009,Essex,144A,"New England and Eastern New York Upland, Southern Part",MA605,"Essex County, Massachusetts, Northern Part",42.553983900,-70.910883100
9089,S1981NM039006,113823,tottles,series,"Fine, mixed, calcareous Cumulic Vertic Endoaquolls",82P0132,9089,689,113168,S1981NM039006,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9089&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981NM039006,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=113823,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=36.8661,-106.728",US,United States,NM,New Mexico,NM039,Rio Arriba,48A,Southern Rocky Mountains,NM650,"Rio Arriba Area, New Mexico, Parts of Rio Arriba and Sandoval Counties",36.866138500,-106.728103600
9090,S1981NM039007,113824,nusmag,series,"Fine, mixed Vertic Haplustolls",82P0133,9090,689,113169,S1981NM039007,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9090&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981NM039007,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=113824,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=36.8498,-106.752",US,United States,NM,New Mexico,NM039,Rio Arriba,48A,Southern Rocky Mountains,NM650,"Rio Arriba Area, New Mexico, Parts of Rio Arriba and Sandoval Counties",36.849750500,-106.752265900
9092,S1981NM039010,113826,hesperus,series,"Loamy-skeletal, mixed Pachic Argiustolls",82P0135,9092,689,113171,S1981NM039010,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9092&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981NM039010,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=113826,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=36.9339,-106.598",US,United States,NM,New Mexico,NM039,Rio Arriba,48A,Southern Rocky Mountains,NM650,"Rio Arriba Area, New Mexico, Parts of Rio Arriba and Sandoval Counties",36.933918000,-106.597824100
9096,S1981MO185001,110184,bolivar,taxadjunct,"Fine, mixed, active, thermic Typic Hapludults",82P0139,9096,690,110170,S1981MO185001,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9096&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981MO185001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110184,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=38.0092,-93.7169",US,United States,MO,Missouri,MO185,St. Clair,112,Cherokee Prairies,MO185,"St. Clair County, Missouri",38.009220100,-93.716873200
9097,S1981MO185002,110185,hartwell,series,"Fine, mixed, thermic Typic Argialbolls",82P0140,9097,690,110171,S1981MO185002,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9097&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981MO185002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110185,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=38.1603,-93.8885",US,United States,MO,Missouri,MO185,St. Clair,112,Cherokee Prairies,MO185,"St. Clair County, Missouri",38.160327900,-93.888549800
9098,S1981MO185003,110186,eldorado,series,"Clayey-skeletal, mixed, semiactive, mesic Mollic Paleudalfs",82P0141,9098,690,110172,S1981MO185003,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9098&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981MO185003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110186,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=37.9723,-94.036",US,United States,MO,Missouri,MO185,St. Clair,116B,Springfield Plain,MO185,"St. Clair County, Missouri",37.972274800,-94.036048900
9099,1981MO185004S,110187,(unnamed),series,"Fine, mixed, active, mesic Typic Paleudalf",82P0142,9099,690,110173,1981MO185004S,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9099&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=1981MO185004S,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110187,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=38.0753,-93.5641",US,United States,MO,Missouri,MO185,St. Clair,116A,Ozark Highland,MO185,"St. Clair County, Missouri",38.075332600,-93.564094500
9100,1981MO185005S,110188,goss,series,"Clayey-skeletal, mixed, mesic Typic Paleudalfs",82P0143,9100,690,110174,1981MO185005S,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9100&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=1981MO185005S,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110188,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=38.0926,-93.5785",US,United States,MO,Missouri,MO185,St. Clair,116B,Springfield Plain,MO185,"St. Clair County, Missouri",38.092552200,-93.578537000
9101,1981MO185006S,110189,bucklick,series,"Fine, mixed, mesic Typic Hapludalfs",82P0144,9101,690,110175,1981MO185006S,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9101&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=1981MO185006S,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110189,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=37.9489,-94.0397",US,United States,MO,Missouri,MO185,St. Clair,116B,Springfield Plain,MO185,"St. Clair County, Missouri",37.948944100,-94.039665200
9102,1981MO185007S,110190,moniteau,taxadjunct,"Fine-silty, mixed, active, thermic Udollic Ochraqualfs",82P0145,9102,690,110176,1981MO185007S,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9102&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=1981MO185007S,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110190,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=37.9731,-93.7366",US,United States,MO,Missouri,MO185,St. Clair,116A,Ozark Highland,MO185,"St. Clair County, Missouri",37.973110200,-93.736595200
9113,MLRA78-Kamay-TX009-006,248573,kamay,series,"Fine, montmorillonitic Typic Paleustalfs",82P0156,9113,696,250012,S81-TX009-006,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9113&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=MLRA78-Kamay-TX009-006,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=248573,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=33.7833,-98.9167",US,United States,TX,Texas,TX009,Archer,78C,"Central Rolling Red Plains, Eastern Part",TX009,"Archer County, Texas",33.783332800,-98.916664100
9114,MLRA78-Kirkland-TX009-007,248581,deandale,series,"Fine, smectitic, thermic Pachic Paleustoll",82P0157,9114,696,250028,S81-TX009-007,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9114&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=MLRA78-Kirkland-TX009-007,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=248581,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=33.7667,-98.8",US,United States,TX,Texas,TX009,Archer,78C,"Central Rolling Red Plains, Eastern Part",TX009,"Archer County, Texas",33.766666400,-98.800003100
9115,MLRA78-Rotan-TX009-008,248568,rotan,taxadjunct,"Fine, montmorillonitic Pachic Paleustolls",82P0158,9115,696,250008,S81-TX009-008,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9115&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=MLRA78-Rotan-TX009-008,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=248568,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=33.7,-98.8333",US,United States,TX,Texas,TX009,Archer,78C,"Central Rolling Red Plains, Eastern Part",TX009,"Archer County, Texas",33.700000800,-98.833335900
9116,MLRA78-Mangum-TX009-009,248583,mangum,series,"Fine, mixed, active, thermic Vertic Ustochrept",82P0159,9116,696,250031,S81-TX009-009,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9116&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=MLRA78-Mangum-TX009-009,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=248583,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=33.6667,-98.5167",US,United States,TX,Texas,TX009,Archer,78C,"Central Rolling Red Plains, Eastern Part",TX009,"Archer County, Texas",33.666667900,-98.516670200
9117,MLRA78-Bluegrove-TX009-010,248582,bluegrove,series,"Fine, mixed Udic Haplustalfs",82P0160,9117,696,250030,S81-TX009-010,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9117&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=MLRA78-Bluegrove-TX009-010,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=248582,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=33.5333,-98.55",US,United States,TX,Texas,TX009,Archer,78C,"Central Rolling Red Plains, Eastern Part",TX009,"Archer County, Texas",33.533332800,-98.550003100
9118,S1981TX009011,110723,bonti,taxadjunct,"Fine-loamy, siliceous, thermic Udic Haplustalfs",82P0161,9118,696,110709,S1981TX009011,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9118&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981TX009011,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110723,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=33.4222,-98.6014",US,United States,TX,Texas,TX009,Archer,80B,Texas North-Central Prairies,TX009,"Archer County, Texas",33.422222200,-98.601388900
9119,S1981TX237003,110769,deandale,taxadjunct,"Fine, smectitic, thermic Pachic Paleustolls",82P0162,9119,696,110755,S1981TX237003,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9119&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981TX237003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110769,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=33.1333,-98.1667",US,United States,TX,Texas,TX237,Jack,80B,Texas North-Central Prairies,TX237,"Jack County, Texas",33.133335100,-98.166664100
9121,S1981TX143003,864020,demona,taxadjunct,"Fine-loamy, mixed, active, thermic Udic Haplustalfs",82P0164,9121,696,110745,S1981TX143003,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9121&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981TX143003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=864020,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=32.3934,-98.3999",US,United States,TX,Texas,TX143,Erath,84B,West Cross Timbers,TX143,"Erath County, Texas",32.393388900,-98.399863900
9189,S1981GA287003A,890639,dothan,series,"Fine-loamy, kaolinitic, thermic Plinthic Kandiudults",82P0235,9189,709,119056,S1981GA287003A,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9189&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981GA287003A,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=890639,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=31.7521,-83.7788",US,United States,GA,Georgia,GA287,Turner,133A,Southern Coastal Plain,GA631,"Crisp and Turner Counties, Georgia",31.752136200,-83.778793300
9226,81HI007001,120829,halii,series,"Clayey, ferruginous, isothermic Humic Rhodic Acrudox",82P0272,9226,714,119085,S1981HI007001,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9226&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81HI007001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=120829,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=22.0714,-159.401",US,United States,HI,Hawaii,HI007,Kauai,167,Humid Oxidic Soils on Low and Intermediate Rolling Mountain Slopes,HI960,"Island of Kauai, Hawaii",22.071388200,-159.400833100
9247,S1981TX237001,113876,thurber,series,"Fine, montmorillonitic Typic Haplustalfs",82P0293,9247,718,113221,S1981TX237001,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9247&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981TX237001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=113876,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=33.0081,-98.4161",US,United States,TX,Texas,TX237,Jack,80B,Texas North-Central Prairies,TX237,"Jack County, Texas",33.008056600,-98.416114800
9248,S1981TX237002,113877,thurber,series,"Fine, montmorillonitic Typic Haplustalfs",82P0294,9248,718,113222,S1981TX237002,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9248&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981TX237002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=113877,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=33.2747,-98.1792",US,United States,TX,Texas,TX237,Jack,80B,Texas North-Central Prairies,TX237,"Jack County, Texas",33.274723100,-98.179168700
9253,81TX363001,113881,thurber,series,"Fine, montmorillonitic Typic Haplustalfs",82P0299,9253,718,113226,S1981TX363001,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9253&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=81TX363001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=113881,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=32.5678,-98.3547",US,United States,TX,Texas,TX363,Palo Pinto,80B,Texas North-Central Prairies,TX363,"Palo Pinto County, Texas",32.567779500,-98.354721100
9266,S1981NC157001,110253,mayodan,series,"Fine, mixed, thermic Typic Kanhapludults",82P0312,9266,722,110239,S1981NC157001,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9266&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981NC157001,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110253,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=36.3334,-79.7498",US,United States,NC,North Carolina,NC157,Rockingham,136,Southern Piedmont,NC157,"Rockingham County, North Carolina",36.333416000,-79.749771100
9267,S1981NC157002,110254,stoneville,series,"Fine, mixed, semiactive, thermic Typic Rhodudults",82P0313,9267,722,110240,S1981NC157002,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9267&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981NC157002,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110254,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=36.3334,-79.7498",US,United States,NC,North Carolina,NC157,Rockingham,136,Southern Piedmont,NC157,"Rockingham County, North Carolina",36.333416000,-79.749771100
9268,S1981NC157003,110255,mayodan,series,"Fine, mixed, thermic Typic Hapludults",82P0314,9268,722,110241,S1981NC157003,https://ncsslabdatamart.sc.egov.usda.gov/rptExecute.aspx?p=9268&r=1&submit1=Get+Report,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=Pedon_Site_Description_usepedonid&pedon_id=S1981NC157003,https://nasis.sc.egov.usda.gov/NasisReportsWebSite/limsreport.aspx?report_name=WEB-profiles-by-PEIID&pedon_peiid=110255,"https://casoilresource.lawr.ucdavis.edu/gmap/?loc=36.3334,-79.7498",US,United States,NC,North Carolina,NC157,Rockingham,136,Southern Piedmont,NC157,"Rockingham County, North Carolina",36.333416000,-79.749771100
